face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
279,73,6,0.026927,-3.933145,-25.618889,-0.615130,0.000000,-0.786928,0.617045
280,73,6,0.589296,-3.983302,-25.476571,-0.856735,0.983094,0.079786,-0.164801
281,73,6,0.026932,-4.039186,-25.334287,-1.104111,0.000000,0.789899,-0.613236
282,74,6,0.588461,-3.882031,-26.782150,-0.857272,-0.984360,-0.101118,0.144260
283,74,6,0.026931,-3.815706,-26.924435,-0.615101,0.000000,-0.785679,0.618634
284,74,6,0.588418,-3.863632,-26.782130,-0.857246,0.984360,0.101118,-0.144260
285,74,6,0.026932,-3.917520,-26.639859,-1.104121,0.000000,0.788203,-0.615415
286,75,6,0.589702,4.294084,-3.282157,-0.856344,0.982233,-0.005831,0.187576
287,75,6,0.026915,4.231289,-3.424137,-0.615165,0.000000,-0.789132,0.614224
288,75,6,0.589747,4.275691,-3.282178,-0.856370,-0.982233,0.005831,-0.187576
289,75,6,0.026935,4.327020,-3.140094,-1.104166,0.000000,-0.414914,-0.909861
290,76,6,0.589431,-4.314492,18.490337,-0.856463,-0.982699,-0.009678,0.184957
291,76,6,0.026909,-4.251957,18.348110,-0.615243,0.000000,-0.788989,0.614407
292,76,6,0.589387,-4.296090,18.490358,-0.856438,0.982699,0.009678,-0.184957
293,76,6,0.026945,-4.347431,18.632776,-1.104125,0.000000,0.387375,-0.921922
294,77,6,0.590594,4.219579,-17.643272,-0.856076,0.980958,-0.006754,0.194104
295,77,6,0.026915,4.154722,-17.785563,-0.615230,0.000000,-0.789363,0.613927
296,77,6,0.590639,4.201186,-17.643294,-0.856102,-0.980958,0.006754,-0.194104
297,77,6,0.026931,4.254146,-17.500934,-1.104076,0.000000,0.792433,-0.609959
298,78,6,0.589506,-4.330630,19.795895,-0.856454,-0.982579,-0.014979,0.185241
299,78,6,0.026910,-4.267271,19.653666,-0.615238,0.000000,0.413979,0.910286
300,78,6,0.589462,-4.312228,19.795917,-0.856429,0.982579,0.014979,-0.185241
301,78,6,0.026945,-4.364436,19.938333,-1.104127,0.000000,0.791785,-0.610800
302,79,6,0.593355,-4.223795,27.629287,-0.856054,-0.976169,0.058330,0.209025
303,79,6,0.026899,-4.164775,27.486998,-0.615325,0.000000,-0.384377,0.923176
304,79,6,0.593316,-4.205391,27.629309,-0.856033,0.976169,-0.058330,-0.209025
305,79,6,0.026942,-4.252993,27.771666,-1.104095,0.000000,0.389432,-0.921055
306,80,6,0.597403,-4.020555,30.240432,-0.855819,-0.969435,0.093730,0.226739
307,80,6,0.026894,-3.962233,30.098108,-0.615363,0.000000,-0.384872,0.922970
308,80,6,0.597366,-4.002150,30.240453,-0.855799,0.969435,-0.093730,-0.226739
309,80,6,0.026939,-4.049455,30.382768,-1.104072,0.000000,-0.415551,-0.909570
310,81,6,0.589977,-4.273070,-7.198847,-0.856306,-0.981894,-0.004677,0.189372
